,0,1,2
01100234_D#.wav,N,N,W
01100350_F.wav,N,W,W
01200107_G.wav,N,W,N
01000221_F.wav,N,W,W
01000264_F.wav,N,N,N
01200142_G.wav,N,W,W
01210139_F.wav,N,W,W
01100466_E.wav,W,W,W
01100091_F.wav,W,W,W
01200409_E.wav,W,W,W
01110092_G.wav,W,W,W
01000259_F.wav,N,N,N
01210280_F.wav,N,N,N
01200302_F.wav,W,W,W
01200074_D#.wav,N,W,N
01100469_D#.wav,N,W,W
01010326_F.wav,N,W,N
01010363_F.wav,W,W,W
01110433_D#.wav,N,N,N
01100390_F.wav,N,W,N
01000002_D#.wav,W,W,N
01000158_F.wav,N,N,N
01210153_D#.wav,N,N,N
01200046_F.wav,N,W,W
01100421_G.wav,N,W,W
01010069_F#.wav,N,N,N
01210325_F.wav,N,N,N
01210130_D#.wav,W,W,W
01110329_E.wav,N,N,W
01210360_F.wav,W,W,W
01000045_F.wav,N,W,N
01110441_E.wav,N,W,W
01110090_E.wav,N,W,W
01110467_F.wav,N,W,W
01100171_F.wav,W,W,W
01000026_E.wav,W,W,W
01210047_E.wav,N,N,N
01210163_A.wav,N,N,W
01210024_F.wav,W,W,N
01200062_G.wav,W,W,N
01100477_D#.wav,N,W,W
01010409_E.wav,W,W,W
01100048_F.wav,W,W,N
01000149_D#.wav,N,N,N
01000139_F.wav,W,W,W
01110229_D#.wav,N,N,N
01010302_F.wav,W,W,W
01000280_F.wav,N,N,N
01210259_F.wav,W,W,W
01100422_D#.wav,W,W,W
01100373_D#.wav,W,W,W
01110478_D#.wav,W,W,W
01100273_D#.wav,W,W,W
01100134_G.wav,W,W,W
01200363_F.wav,W,W,W
01200326_F.wav,N,W,N
01210165_D#.wav,N,N,N
01110254_D#.wav,N,N,N
01010046_F.wav,N,N,N
01210158_F.wav,N,W,W
01110354_D#.wav,W,W,W
01100464_F.wav,W,W,W
01000360_F.wav,N,W,N
01000325_F.wav,N,N,N
01110237_D#.wav,N,W,W
01110393_F.wav,W,W,N
01210006_D#.wav,W,W,W
01210026_E.wav,W,W,W
01110049_E.wav,N,W,W
01210045_F.wav,N,W,W
01100136_E.wav,N,N,N
01100413_F#.wav,N,W,N
01100310_D#.wav,N,N,W
01000024_F.wav,N,N,N
01110443_F.wav,N,W,W
01100210_D#.wav,W,W,W
01100242_F#.wav,N,W,W
01100110_F.wav,N,W,W
01000163_A.wav,N,N,N
01000047_E.wav,N,N,N
01000078_F#.wav,N,W,N
01200296_D#.wav,W,W,N
01110348_E.wav,N,W,W
01200021_D#.wav,W,W,W
01010070_D#.wav,W,N,N
01010062_G.wav,W,W,N
01210411_F.wav,N,W,N
01200050_D#.wav,W,W,W
01010001_D#.wav,N,W,W
01100462_F#.wav,N,W,W
01010267_F.wav,N,N,N
01110375_E.wav,N,W,W
01200412_G.wav,N,N,N
01110388_E.wav,N,N,N
01200243_F.wav,N,W,W
01210384_F.wav,N,W,W
01200341_A.wav,N,W,W
01000106_D.wav,N,W,N
01010166_F.wav,W,W,N
01200387_G.wav,W,W,N
01110246_D#.wav,N,W,W
01010123_F.wav,N,N,N
01000205_F.wav,W,W,W
01000240_F.wav,W,W,N
01200436_F.wav,N,N,N
01210114_D#.wav,N,N,W
01010018_E.wav,N,W,W
01100088_F.wav,N,W,N
01010265_D.wav,W,W,W
01200455_E.wav,N,N,N
01100202_D#.wav,W,W,W
01000122_E.wav,N,W,N
01100053_E.wav,N,W,N
01200222_G.wav,N,N,N
01010086_F.wav,N,N,N
01000141_F.wav,N,N,N
01100453_D#.wav,W,W,W
01210198_F.wav,W,W,N
01210264_F.wav,N,N,N
01010142_G.wav,N,N,N
01200284_D#.wav,N,W,W
01010107_G.wav,N,N,N
01210221_F.wav,N,W,W
01110268_E.wav,N,W,W
01000131_G#.wav,N,N,N
01110033_G.wav,W,W,W
01200385_E.wav,N,W,N
03200195_D#.wav,N,W,N
03000229_D#.wav,W,W,W
03010422_D#.wav,N,N,W
03010373_D#.wav,N,N,W
03200261_E.wav,W,W,W
03000478_D#.wav,W,N,N
03210378_D#.wav,N,W,W
03210429_D#.wav,N,W,N
03010273_D#.wav,W,W,N
03000474_F.wav,W,W,W
03000083_E.wav,N,N,W
03210227_D.wav,N,W,W
03010101_E.wav,N,W,W
03110149_D#.wav,W,W,W
03110293_G.wav,N,N,N
03000254_D#.wav,N,N,N
03100129_F.wav,N,N,W
03110419_E.wav,N,W,N
03210450_F.wav,N,N,N
03200146_F.wav,N,N,N
03000354_D#.wav,N,N,N
03000058_F.wav,N,W,N
03210415_F.wav,N,W,N
03200103_F.wav,W,W,N
03010226_F.wav,W,W,W
03210338_F.wav,N,W,W
03010263_F.wav,N,N,N
03110312_F.wav,N,N,N
03000382_E.wav,N,N,N
03110357_F.wav,N,W,W
03000100_F.wav,N,W,W
03200159_A.wav,N,W,N
03010475_E.wav,N,N,N
03100034_F.wav,N,W,N
03000237_D#.wav,W,W,N
03210260_F.wav,W,W,W
03110078_F#.wav,W,W,W
03100356_E.wav,W,W,W
03110291_E.wav,W,W,W
03100070_D#.wav,N,N,W
03100335_F.wav,N,N,N
03010059_E.wav,N,W,W
03010310_D#.wav,N,W,W
03110336_G.wav,N,W,N
03010413_F#.wav,N,N,N
03210102_E.wav,W,W,W
03010242_F#.wav,N,W,W
03010210_D#.wav,N,N,N
03210359_G.wav,N,N,N
03210161_F.wav,W,W,N
03200322_F.wav,N,W,W
03010186_G.wav,W,W,W
03200367_F.wav,N,N,N
03210286_E.wav,N,N,N
03200362_F#.wav,W,W,W
03200239_G#.wav,W,W,N
03010398_E.wav,N,W,N
03010462_F#.wav,N,W,W
03200187_D#.wav,N,N,N
03100460_F.wav,W,W,W
03100001_D#.wav,W,W,N
03100425_F.wav,N,W,W
03110133_F.wav,N,W,N
03010007_F.wav,W,W,W
03000305_G.wav,N,W,W
03200066_F.wav,N,W,W
03210399_G.wav,N,N,N
03210446_D#.wav,W,W,N
03210317_D#.wav,W,W,N
03200040_E.wav,W,W,W
03010099_E.wav,N,N,N
03000246_D#.wav,N,W,N
03110232_F.wav,N,W,N
03100396_E.wav,W,W,W
03110251_E.wav,N,W,N
03110402_F.wav,N,W,W
03110096_F.wav,N,N,N
03210428_F.wav,W,W,W
03100177_E.wav,N,W,W
03110424_E.wav,N,N,N
03210340_F.wav,W,N,W
03110309_E.wav,W,W,W
03200287_F.wav,N,W,W
03210191_F#.wav,N,W,N
03210323_E.wav,N,N,N
03210366_E.wav,N,N,N
03100250_F.wav,N,N,N
03110397_F.wav,N,W,N
03000321_F.wav,N,W,W
03110131_G#.wav,W,W,W
03000364_F.wav,N,N,N
03210458_D#.wav,N,N,N
03000098_F.wav,N,W,W
03210041_F.wav,N,W,W
03110275_D.wav,W,W,N
03010202_D#.wav,W,W,W
03010453_D#.wav,N,N,N
03010179_E.wav,N,N,N
03200353_D#.wav,N,N,W
03100394_F.wav,N,N,N
03110253_F.wav,N,N,N
03200398_E.wav,N,W,W
03110064_G#.wav,N,W,W
03000286_E.wav,N,W,W
03010367_F.wav,N,N,N
03200186_G.wav,W,W,W
03010322_F.wav,N,W,W
03200007_F.wav,N,N,N
03200206_D#.wav,N,W,W
03110125_A#.wav,W,W,W
03100068_F.wav,N,N,W
03010406_D#.wav,W,W,W
03100444_F.wav,N,N,N
03110152_F.wav,N,W,W
03100095_F.wav,N,W,N
03200099_E.wav,N,W,W
03010040_E.wav,N,N,W
03000399_G.wav,W,W,N
03010066_F.wav,W,W,W
03110174_E.wav,N,W,W
03210305_G.wav,W,W,N
03000370_D#.wav,W,W,W
03210196_D#.wav,N,N,N
03100369_F.wav,N,W,W
03210342_D#.wav,N,W,W
03000428_F.wav,N,W,W
03200318_D#.wav,N,W,W
03100188_F.wav,W,W,W
03010418_D#.wav,N,W,N
03000366_E.wav,W,W,W
03100274_F.wav,N,W,N
03100029_D#.wav,W,W,W
03000323_E.wav,N,N,W
03110395_E.wav,W,W,W
03010287_F.wav,W,W,N
03000340_F.wav,W,W,N
03210364_F.wav,N,W,W
03010234_D#.wav,N,N,N
03210321_F.wav,N,N,N
03200365_D#.wav,W,W,W
03200179_E.wav,W,W,W
03100054_D#.wav,N,N,N
03110463_F.wav,N,N,W
03210377_A#.wav,N,N,N
03110445_E.wav,N,W,N
03000041_F.wav,N,N,N
03210098_F.wav,N,N,W
03010261_E.wav,W,W,W
03100148_F.wav,N,W,N
03000227_D.wav,W,W,W
03200101_E.wav,N,N,N
03210083_E.wav,W,W,W
03210474_F.wav,N,N,N
03100313_D.wav,N,N,N
03200214_D#.wav,N,N,N
03110002_D#.wav,W,W,N
03010103_F.wav,N,W,W
03000415_F.wav,N,N,N
03210058_F.wav,N,N,N
03010146_F.wav,W,W,N
03000450_F.wav,N,N,N
03110072_F.wav,N,W,W
03100249_F.wav,W,W,W
03010469_D#.wav,N,N,N
03210382_E.wav,N,W,W
03210184_D#.wav,W,W,W
03200263_F.wav,N,W,N
03000338_F.wav,W,W,W
03200226_F.wav,N,W,N
03000433_D#.wav,N,W,W
03010159_A.wav,N,N,N
03200475_E.wav,W,W,N
03210100_F.wav,W,W,N
03100337_E.wav,N,N,N
03000260_F.wav,W,W,W
03100372_E.wav,N,N,N
03100069_F#.wav,W,W,W
03100311_F.wav,N,N,W
03010477_D#.wav,W,W,N
03000161_F.wav,N,N,N
03000359_G.wav,W,W,W
03100073_E.wav,N,W,W
03000102_E.wav,N,W,W
03110192_F.wav,N,W,W
03200059_E.wav,N,N,N
03210380_E.wav,W,W,W
03110056_E.wav,W,W,N
03100477_D#.wav,N,W,W
03010162_E.wav,W,W,W
03000431_E.wav,N,W,N
03200160_F.wav,N,N,N
03210130_D#.wav,N,N,N
03010069_F#.wav,W,W,N
03010245_F.wav,N,W,W
03110334_F.wav,N,N,N
03000126_F.wav,N,W,W
03010430_F.wav,N,N,N
03200038_F.wav,N,W,W
03100469_D#.wav,N,W,N
03010416_E.wav,N,W,W
03110433_D#.wav,W,W,W
03000145_E.wav,W,W,N
03100012_F.wav,W,W,W
03210225_E.wav,N,W,W
03000002_D#.wav,N,W,W
03210203_F.wav,N,N,N
03010358_F.wav,N,W,W
03210153_D#.wav,N,N,N
03000262_F.wav,N,N,N
03210452_G.wav,N,W,N
03200339_F.wav,N,W,N
03210417_G.wav,W,W,N
03000201_E.wav,N,N,N
03010383_E.wav,N,N,N
03110128_F.wav,W,W,W
03110355_G.wav,W,W,W
03200432_E.wav,W,W,W
03000408_A.wav,N,N,N
03200074_D#.wav,N,W,W
03200414_F.wav,N,N,N
03200080_F.wav,N,W,W
03200451_F.wav,W,W,W
03210147_F.wav,W,W,N
03200304_F.wav,N,W,W
03010054_D#.wav,N,N,W
03200057_F#.wav,N,N,N
03100308_E.wav,N,N,N
03110400_G.wav,W,W,W
03110150_F.wav,N,N,W
03110115_F.wav,W,W,W
03100234_D#.wav,N,W,W
03200285_G.wav,N,W,W
03200005_F.wav,W,N,N
03010029_D#.wav,W,W,W
03010448_F.wav,N,W,W
03100231_D.wav,W,W,N
03200178_D#.wav,W,W,W
03210022_D#.wav,N,W,W
03200023_E.wav,W,W,N
03110316_A.wav,W,W,W
03010320_F.wav,N,N,W
03100418_D#.wav,N,W,W
03110277_E.wav,N,W,W
03000065_E.wav,W,W,W
03010457_A.wav,N,N,N
03100132_F.wav,W,W,N
03000020_E.wav,N,W,W
03200306_D.wav,N,W,N
03000218_D.wav,N,N,N
03110370_D#.wav,N,N,N
03200118_F.wav,W,W,W
03110447_E.wav,N,N,N
03000043_F.wav,W,W,N
03210113_F#.wav,N,N,N
03010278_F.wav,N,W,N
03210013_F#.wav,N,N,N
03100233_F.wav,N,N,N
03200042_D.wav,N,N,N
03100276_F.wav,N,N,W
03000119_D.wav,N,W,W
03200219_F.wav,N,N,W
03100406_D#.wav,W,W,W
03000307_F.wav,N,N,N
03000125_A#.wav,N,W,N
03100215_E.wav,N,W,N
03200283_F#.wav,N,W,N
03000064_G#.wav,N,N,W
03210067_F.wav,N,N,N
03210279_D.wav,W,W,N
03000449_E.wav,N,N,N
03100202_D#.wav,N,W,W
03110230_F.wav,W,W,W
03100453_D#.wav,N,W,W
03010304_F.wav,W,W,W
03200284_D#.wav,N,W,W
03010285_G.wav,N,W,N
03000131_G#.wav,W,W,W
03110189_F.wav,W,W,W
03010023_E.wav,N,W,N
03100427_F.wav,N,N,N
03100401_E.wav,N,W,W
03110117_E.wav,N,W,N
03200448_F.wav,W,W,W
03010005_F.wav,N,W,W
03210114_D#.wav,W,W,W
03200320_F.wav,W,W,N
03110288_F.wav,N,N,W
03210043_F.wav,W,W,W
03010118_F.wav,N,W,W
03210218_D.wav,W,N,N
03210020_E.wav,W,W,N
03010306_D.wav,N,W,N
03200457_A.wav,N,N,N
03210065_E.wav,N,N,N
03100217_F.wav,N,W,N
03110246_D#.wav,N,N,W
03200278_F.wav,N,W,N
03100009_D.wav,W,W,W
03010001_D#.wav,W,W,W
03200050_D#.wav,N,W,N
03210307_F.wav,N,W,N
03010219_F.wav,N,N,N
03100097_G.wav,W,W,N
03110368_F.wav,N,N,W
03210119_D.wav,N,W,W
03010042_D.wav,N,W,W
03000279_D.wav,W,W,W
03210449_E.wav,W,W,N
03110094_F.wav,N,N,N
03000067_F.wav,N,N,N
03100462_F#.wav,N,N,N
03110426_E.wav,N,N,N
03100310_D#.wav,N,W,N
03100413_F#.wav,N,W,W
03000380_E.wav,N,W,W
03100242_F#.wav,N,N,N
03100292_F.wav,N,N,N
03100210_D#.wav,W,W,N
03210431_E.wav,N,N,W
03200162_E.wav,N,N,N
03000078_F#.wav,W,W,W
03010070_D#.wav,W,W,W
03200021_D#.wav,N,N,N
03200296_D#.wav,N,W,N
03110237_D#.wav,N,W,N
03110037_E.wav,N,N,N
03010160_F.wav,N,W,W
03110011_F.wav,N,N,N
03100193_F.wav,N,N,N
03210006_D#.wav,N,W,W
03200245_F.wav,W,W,W
03210145_E.wav,N,W,W
03110371_G.wav,W,W,W
03200416_E.wav,W,W,W
03010038_F.wav,N,W,W
03210165_D#.wav,W,W,N
03200430_F.wav,W,N,N
03210126_F.wav,N,W,N
03100290_D.wav,N,W,N
03100479_E.wav,N,W,W
03200358_F.wav,W,W,N
03000203_F.wav,N,W,W
03110254_D#.wav,N,W,W
03000225_E.wav,W,W,W
03110354_D#.wav,N,N,W
03200383_E.wav,N,N,N
03210201_E.wav,N,W,W
03000417_G.wav,N,W,W
03000149_D#.wav,N,W,N
03010339_F.wav,N,W,N
03210262_F.wav,N,N,W
03000452_G.wav,N,N,N
03100422_D#.wav,W,W,N
03100373_D#.wav,N,N,N
03000147_F.wav,N,W,N
03010451_F.wav,W,W,W
03100010_E.wav,N,N,N
03010080_F.wav,W,W,W
03010414_F.wav,W,W,W
03110229_D#.wav,N,W,W
03010432_E.wav,N,W,W
03210408_A.wav,N,W,W
03100273_D#.wav,N,N,N
03110478_D#.wav,W,W,W
03210346_F.wav,W,W,W
03000112_D#.wav,N,W,W
03210111_F#.wav,W,W,W
03010258_F.wav,W,W,N
03010025_G.wav,W,W,W
03110154_G.wav,N,N,W
03100442_G.wav,N,W,N
03100228_D#.wav,N,W,W
03100157_F.wav,N,N,W
03200138_F.wav,W,W,N
03000063_F.wav,N,N,N
03110272_D#.wav,W,W,N
03200180_F.wav,N,W,W
03200281_F#.wav,W,W,W
03210389_D#.wav,W,W,W
03010035_D#.wav,W,W,W
03200381_F#.wav,N,N,N
03210289_D#.wav,N,W,W
03200164_D#.wav,W,W,N
03210061_E.wav,W,W,W
03100213_F.wav,N,W,W
03100256_F.wav,W,N,N
03000301_E.wav,W,W,W
03110391_F.wav,W,W,N
03100270_E.wav,W,W,N
03000327_F.wav,N,W,N
03110170_F.wav,N,W,W
03100423_F.wav,N,N,N
03110135_F.wav,W,W,N
03000081_A.wav,N,W,W
03100405_E.wav,N,N,N
03000183_F.wav,N,W,N
03010044_F.wav,W,W,W
03100435_F#.wav,N,W,W
03200324_F.wav,N,N,N
03200361_F.wav,N,W,W
03010156_D#.wav,W,W,N
03110440_D#.wav,W,W,N
03210238_E.wav,N,W,W
03110271_F.wav,N,N,N
03010345_F.wav,W,W,N
03000282_F.wav,N,W,W
03010300_F.wav,N,W,W
03110257_E.wav,W,W,W
03200060_F.wav,N,N,W
03210120_D#.wav,W,W,W
03010468_F.wav,N,N,N
03000071_D#.wav,W,W,W
03000299_E.wav,N,N,N
03000470_D.wav,N,N,W
03110031_G.wav,W,W,W
03210223_F.wav,N,W,W
03210266_F.wav,N,W,N
03010084_F.wav,N,N,W
03100014_E.wav,N,N,N
03100077_F.wav,W,N,N
03100032_F.wav,N,N,N
03010127_D#.wav,N,W,N
03200176_D#.wav,N,W,W
03010175_F#.wav,N,W,N
03210104_E.wav,N,N,W
03200434_F.wav,W,W,W
03010079_F.wav,N,W,W
03210167_F.wav,N,N,N
03200471_F.wav,N,N,N
03000207_F.wav,N,N,N
03100347_D#.wav,W,W,W
03100333_F.wav,N,W,W
03010319_G.wav,N,N,N
03010121_F.wav,N,N,N
03000437_F.wav,W,W,W
03100224_D#.wav,N,N,N
03110015_F.wav,W,W,W
03000085_E.wav,N,W,N
03000454_E.wav,N,W,W
03210019_E.wav,W,W,N
03100093_D#.wav,N,W,W
03200241_F.wav,N,N,N
03000017_G#.wav,N,W,W
03200204_F.wav,N,N,N
03100459_D.wav,W,W,W
03210143_G.wav,N,W,W
03110314_F.wav,W,W,W
03110351_F.wav,W,W,W
03110303_D#.wav,N,W,N
03200168_D#.wav,W,W,W
03010199_F.wav,N,N,N
03210456_F.wav,N,W,W
03200140_F.wav,W,W,N
03210087_F.wav,N,N,W
03200105_F.wav,N,W,W
03010039_D#.wav,W,W,N
03000266_F.wav,N,W,N
03100374_E.wav,N,N,N
03000223_F.wav,N,N,N
03110407_D#.wav,N,W,N
03210470_D.wav,N,W,W
03210299_E.wav,N,N,N
03000036_D#.wav,N,N,N
03110169_F.wav,N,W,W
03200084_F.wav,N,N,N
03010471_F.wav,N,N,N
03000167_F.wav,W,W,W
03200079_F.wav,N,W,N
03200008_A#.wav,N,N,N
03110473_G#.wav,W,W,W
03010434_F.wav,W,W,W
03000104_E.wav,N,W,W
03100016_F.wav,N,N,N
03210207_F.wav,N,N,N
03100376_G.wav,N,W,W
03000019_E.wav,N,W,W
03010172_D#.wav,N,N,N
03210454_E.wav,N,N,N
03000028_D#.wav,N,W,N
03210085_E.wav,W,W,W
03210437_F.wav,W,W,W
03200121_F.wav,N,N,N
03200294_D#.wav,N,N,N
03010297_F#.wav,W,W,W
03200319_G.wav,W,W,W
03110410_G#.wav,N,W,W
03010204_F.wav,W,W,W
03110248_D#.wav,N,N,N
03010241_F.wav,N,N,N
03110330_F.wav,W,W,W
03100212_D#.wav,W,W,W
03000055_D#.wav,N,N,N
03210004_D#.wav,N,N,N
03000143_G.wav,N,W,W
03100269_E.wav,N,N,N
03000155_D#.wav,N,W,W
03110052_E.wav,N,N,N
03010105_F.wav,N,W,W
03000087_F.wav,W,W,N
03010140_F.wav,W,W,W
03000456_F.wav,W,W,W
03200199_F.wav,W,W,N
03110209_G.wav,W,W,N
03110182_D#.wav,N,W,W
03110244_D#.wav,W,W,W
03200025_G.wav,W,W,W
03200258_F.wav,W,W,W
03000346_F.wav,N,W,N
03210063_F.wav,W,W,N
03010138_F.wav,W,N,N
03000124_D#.wav,W,W,N
03200298_D#.wav,W,N,N
03210027_F#.wav,N,N,N
03210075_D#.wav,W,W,W
03000061_E.wav,W,W,W
03110420_F.wav,W,W,W
03100173_F.wav,N,W,N
03110465_F.wav,N,W,W
03110461_G#.wav,N,W,W
03010180_F.wav,N,W,W
03010003_D#.wav,W,W,W
03210327_F.wav,N,W,W
03210108_D#.wav,W,W,W
03210301_E.wav,W,W,N
03010151_F#.wav,N,W,N
03200044_F.wav,N,W,W
03210183_F.wav,N,N,W
03210081_A.wav,N,W,W
03200386_D#.wav,N,W,N
03100392_F.wav,N,W,N
03100200_D#.wav,W,W,W
03110255_F.wav,N,N,N
03010361_F.wav,N,W,W
03110236_E.wav,N,N,N
03010324_F.wav,W,W,N
03210116_D#.wav,W,W,W
03100349_E.wav,W,W,W
03210144_F#.wav,N,W,W
03200300_F.wav,W,W,W
03210282_F.wav,N,W,W
03200345_F.wav,W,W,N
03110404_G.wav,W,W,W
03000238_E.wav,N,W,W
03110190_D#.wav,N,N,W
03110476_D#.wav,N,N,N
03110137_E.wav,N,W,N
03200468_F.wav,W,W,W
03010060_F.wav,N,N,N
03210360_F.wav,W,W,N
03110329_E.wav,N,W,W
03000476_D#.wav,N,N,N
03210325_F.wav,N,W,W
03000190_D#.wav,W,W,W
03100421_G.wav,W,W,W
03000026_E.wav,N,W,W
03110467_F.wav,W,W,W
03100171_F.wav,W,W,W
03110090_E.wav,N,N,N
03110441_E.wav,N,N,W
03000045_F.wav,N,W,N
03010200_D#.wav,N,N,N
03210024_F.wav,N,N,W
03210163_A.wav,W,W,N
03210047_E.wav,N,W,N
03200062_G.wav,N,N,W
03200409_E.wav,W,W,W
03100091_F.wav,W,W,W
03100003_D#.wav,W,W,W
03100466_E.wav,W,W,N
03210139_F.wav,N,N,N
03100151_F#.wav,N,W,W
03200302_F.wav,N,N,N
03210280_F.wav,N,N,W
03000259_F.wav,N,N,W
03210439_D#.wav,W,W,N
03000461_G#.wav,N,W,W
03200185_D#.wav,W,W,W
03110092_G.wav,N,N,N
03100390_F.wav,N,N,N
03110124_D#.wav,N,W,W
03010363_F.wav,N,N,N
03010326_F.wav,W,W,N
03200046_F.wav,W,W,W
03000158_F.wav,W,W,W
03210315_D#.wav,N,N,N
03210247_F#.wav,N,N,N
03000244_D#.wav,N,N,N
03210205_F.wav,N,N,N
03000182_D#.wav,W,W,W
03210181_F#.wav,N,N,N
03200089_D#.wav,W,W,W
03210240_F.wav,N,N,N
03110055_D#.wav,N,W,W
03010436_F.wav,N,W,W
03100480_F.wav,N,W,N
03100051_F.wav,W,W,N
03110155_D#.wav,W,W,W
03200018_E.wav,N,N,N
03010455_E.wav,N,N,W
03200265_D.wav,N,N,N
03200343_D#.wav,N,W,W
03100438_F.wav,N,W,W
03000410_G#.wav,N,N,N
03210122_E.wav,N,N,N
03000248_D#.wav,N,W,W
03010222_G.wav,W,W,W
03010212_D#.wav,N,N,N
03200211_F#.wav,N,W,W
03200086_F.wav,W,W,W
03210141_F.wav,N,W,W
03000198_F.wav,N,W,W
03110028_D#.wav,W,N,N
03200142_G.wav,N,W,W
03000264_F.wav,N,W,W
03000221_F.wav,N,W,W
03200107_G.wav,N,W,W
03100172_D#.wav,W,N,N
03100350_F.wav,W,W,W
03100297_F#.wav,N,N,N
03010385_E.wav,W,W,W
03000411_F.wav,N,N,N
03100197_E.wav,N,N,N
03110076_F.wav,N,N,N
03000473_G#.wav,N,W,W
03100030_G.wav,N,W,W
03210328_F#.wav,N,W,W
03200267_F.wav,N,N,W
03200220_D#.wav,N,N,N
03010412_G.wav,N,N,N
03110194_D.wav,N,W,N
03010243_F.wav,N,N,N
03110036_D#.wav,W,W,N
03000384_F.wav,N,W,W
03110332_F.wav,N,N,N
03010341_A.wav,N,W,W
03210106_D.wav,N,N,N
03100109_F.wav,N,W,N
03000407_D#.wav,N,W,N
03200166_F.wav,W,W,W
03010387_G.wav,N,W,N
03200123_F.wav,N,W,W
03110295_D.wav,W,N,N
03000240_F.wav,W,W,N
03000205_F.wav,N,N,N
03100039_D#.wav,W,W,W
03200455_E.wav,N,N,N
03010265_D.wav,W,W,W
03210252_D#.wav,N,N,N
03100088_F.wav,W,N,N
03010018_E.wav,N,W,W
03210403_D#.wav,N,W,W
03210352_D#.wav,W,W,W
03000303_D#.wav,N,W,W
03200436_F.wav,W,W,N
03200208_D#.wav,N,W,W
03210198_F.wav,N,N,N
03000141_F.wav,N,W,W
03010086_F.wav,N,N,N
03200222_G.wav,N,W,W
03100053_E.wav,W,W,W
03000122_E.wav,N,W,W
03110017_G#.wav,W,W,N
03200385_E.wav,W,W,W
03110033_G.wav,W,W,W
03010093_D#.wav,W,W,W
03110268_E.wav,N,N,N
03210221_F.wav,N,W,N
03010107_G.wav,N,W,W
03010224_D#.wav,W,N,N
03010142_G.wav,N,W,N
03210264_F.wav,W,W,N
03010347_D#.wav,N,W,N
03200344_F#.wav,N,N,N
03200216_D#.wav,N,N,W
03210411_F.wav,W,W,W
03200412_G.wav,W,W,W
03110375_E.wav,W,W,W
03100127_D#.wav,N,W,N
03010267_F.wav,W,W,N
03100175_F#.wav,N,N,W
03000106_D.wav,W,W,W
03200341_A.wav,N,W,W
03210384_F.wav,W,W,W
03200243_F.wav,W,N,W
03110388_E.wav,N,N,N
03210331_D#.wav,N,N,W
03010123_F.wav,N,N,N
03200387_G.wav,N,N,N
03010166_F.wav,W,W,W
03110393_F.wav,N,N,W
03000325_F.wav,W,W,W
03110071_D#.wav,W,W,N
03000360_F.wav,W,W,W
03210045_F.wav,N,N,N
03110049_E.wav,W,W,W
03000440_D#.wav,N,N,W
03210026_E.wav,W,W,N
03000047_E.wav,W,W,W
03000163_A.wav,N,W,N
03100110_F.wav,W,W,N
03110443_F.wav,N,W,W
03000024_F.wav,N,N,N
03100156_D#.wav,N,N,N
03100136_E.wav,N,N,N
03010062_G.wav,N,W,N
03200235_F#.wav,N,N,W
03200082_F#.wav,N,N,N
03110348_E.wav,N,N,N
03010435_F#.wav,N,N,N
03000139_F.wav,N,N,N
03100048_F.wav,N,N,N
03010409_E.wav,N,W,W
03100035_D#.wav,N,N,W
03210259_F.wav,W,W,N
03000280_F.wav,W,W,N
03010302_F.wav,N,N,N
03210472_D#.wav,N,N,N
03200326_F.wav,N,W,W
03010228_D#.wav,N,W,W
03200363_F.wav,N,N,N
03100134_G.wav,N,W,N
03000272_D#.wav,N,W,N
03200379_D#.wav,W,W,W
03100464_F.wav,W,W,W
03110112_D#.wav,W,W,N
03210158_F.wav,N,N,N
03010046_F.wav,N,W,W
03100082_F#.wav,W,W,W
03110460_F.wav,W,W,W
03100235_F#.wav,N,W,N
03100133_F.wav,N,N,N
03110425_F.wav,W,W,N
03000007_F.wav,W,W,N
03210322_F.wav,W,W,W
03210367_F.wav,N,W,N
03000186_G.wav,N,W,N
03000398_E.wav,N,W,N
03200156_D#.wav,W,W,W
03200286_E.wav,N,N,W
03100232_F.wav,N,W,W
03100251_E.wav,N,W,W
03110396_E.wav,N,W,W
03010305_G.wav,W,W,N
03210066_F.wav,N,N,N
03000120_D#.wav,W,W,N
03200399_G.wav,N,N,N
03210040_E.wav,N,N,N
03000099_E.wav,N,W,W
03210071_D#.wav,W,W,W
03210112_D#.wav,N,W,N
03000111_F#.wav,W,W,W
03210287_F.wav,W,W,W
03200340_F.wav,W,W,W
03100309_E.wav,W,W,W
03200323_E.wav,N,N,N
03200366_E.wav,N,N,N
03100402_F.wav,W,N,W
03110472_D#.wav,W,W,W
03100096_F.wav,N,N,N
03200428_F.wav,N,W,W
03110177_E.wav,N,N,N
03100379_D#.wav,W,W,W
03100424_E.wav,N,N,W
03010098_F.wav,W,W,W
03200041_F.wav,W,W,W
03010281_F#.wav,W,N,N
03200035_D#.wav,N,N,N
03100275_D.wav,N,N,W
03000389_D#.wav,N,N,W
03010381_F#.wav,N,W,N
03000289_D#.wav,N,W,N
03010164_D#.wav,N,N,W
03000179_E.wav,W,W,W
03100397_F.wav,N,W,N
03110250_F.wav,N,W,N
03010321_F.wav,W,W,N
03010364_F.wav,N,N,N
03010474_F.wav,N,N,N
03010083_E.wav,W,W,W
03200227_D.wav,N,W,N
03000101_E.wav,N,N,N
03210261_E.wav,N,N,N
03210017_G#.wav,N,W,N
03200338_F.wav,N,N,N
03000226_F.wav,W,W,N
03110252_D#.wav,W,W,W
03000263_F.wav,W,W,W
